==================================================================================================
                      Magnetopause Position Analysis
==================================================================================================
 Time(min)  Nose_Dist(Re)  Subsolar_Dist(Re)  Nose_X(Re)   Nose_Y(Re)   Nose_Z(Re)  Deviation(Re)
   3812.00         10.6037         10.6018         10.6018         -0.2000          0.0000          0.2000
   3813.00         10.6037         10.6018         10.6018         -0.2000          0.0000          0.2000
   3814.00         10.5262         10.6018         10.2000          0.0000          2.6000          2.6000
   3815.00         10.5109         11.0072          9.8000          0.0000          3.8000          3.8000
   3816.00         10.3730         11.0072          9.8000          0.0000          3.4000          3.4000
   3817.00         10.2956         10.6018          9.4000          0.0000          4.2000          4.2000
   3818.00         10.5109         11.0072          9.8000          0.0000          3.8000          3.8000
   3819.00         10.6621         11.4162          9.8000          0.0000          4.2000          4.2000
   3820.00         10.6471         11.0072          9.4000          0.0000          5.0000          5.0000
   3821.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3822.00         10.2956         10.6018          9.0000          0.0000          5.0000          5.0000
   3823.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3824.00         10.6037         10.6018         10.6018         -0.2000          0.0000          0.2000
   3825.00         10.6037         10.6018         10.6018         -0.2000          0.0000          0.2000
   3826.00         10.6188         11.0072         10.6018         -0.6000          0.0000          0.6000
   3827.00         10.7517         11.4162         10.2000          0.0000          3.4000          3.4000
   3828.00         10.6320         11.0072         10.2000          0.0000          3.0000          3.0000
   3829.00         10.3730         11.0072          9.8000          0.0000          3.4000          3.4000
   3830.00         10.1390         10.6018          9.4000          0.0000          3.8000          3.8000
   3831.00          9.9960         10.6018          9.4000          0.0000          3.4000          3.4000
   3832.00          9.9960         10.6018          9.4000          0.0000          3.4000          3.4000
   3833.00         10.1390         10.6018          9.8000          0.0000          2.6000          2.6000
   3834.00         10.1390         10.6018          9.8000          0.0000          2.6000          2.6000
   3835.00         10.1074         10.6018          9.0000          0.0000          4.6000          4.6000
   3836.00         10.2956         11.0072          9.4000          0.0000          4.2000          4.2000
   3837.00         10.3730         11.0072          9.8000          0.0000          3.4000          3.4000
   3838.00         10.6320         11.0072         10.2000          0.0000          3.0000          3.0000
   3839.00         10.5109         11.0072          9.8000          0.0000          3.8000          3.8000
   3840.00         10.6320         11.0072         10.2000          0.0000          3.0000          3.0000
   3841.00         10.6471         11.4162          9.4000          0.0000          5.0000          5.0000
   3842.00         10.8259         11.4162          9.8000          0.0000          4.6000          4.6000
   3843.00         10.8259         11.4162          9.8000          0.0000          4.6000          4.6000
   3844.00         10.8259         11.4162          9.8000          0.0000          4.6000          4.6000
   3845.00         10.6471         11.0072          9.4000          0.0000          5.0000          5.0000
   3846.00         10.6471         11.4162          9.4000          0.0000          5.0000          5.0000
   3847.00         10.8259         11.4162          9.8000          0.0000          4.6000          4.6000
   3848.00         10.8259         11.4162          9.8000          0.0000          4.6000          4.6000
   3849.00         10.4957         11.0072          9.0000          0.0000          5.4000          5.4000
   3850.00         10.6471         11.0072          9.4000          0.0000          5.0000          5.0000
   3851.00         10.6621         11.0072          9.8000          0.0000          4.2000          4.2000
   3852.00         10.6938         11.0072         10.6018         -1.4000          0.0000          1.4000
   3853.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3854.00         10.2956         10.6018          9.0000          0.0000          5.0000          5.0000
   3855.00         10.1074         10.6018          9.0000          0.0000          4.6000          4.6000
   3856.00         10.2956         10.6018          9.0000          0.0000          5.0000          5.0000
   3857.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3858.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3859.00         10.6320         11.0072         10.2000          0.0000          3.0000          3.0000
   3860.00         10.6320         11.0072         10.2000          0.0000          3.0000          3.0000
   3861.00         10.6320         11.0072         10.2000          0.0000          3.0000          3.0000
   3862.00         10.6471         11.4162          9.4000          0.0000          5.0000          5.0000
   3863.00         10.6471         11.4162          9.4000          0.0000          5.0000          5.0000
   3864.00         10.6471         11.4162          9.4000          0.0000          5.0000          5.0000
   3865.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3866.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3867.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3868.00         10.6471         11.0072          9.4000          0.0000          5.0000          5.0000
   3869.00         10.8259         11.4162          9.8000          0.0000          4.6000          4.6000
   3870.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3871.00         10.2956         11.0072          9.0000          0.0000          5.0000          5.0000
   3872.00         10.1390         10.6018          9.4000          0.0000          3.8000          3.8000
   3873.00         10.1390         10.6018          9.4000          0.0000          3.8000          3.8000
   3874.00         10.2489         10.6018         10.2000         -1.0000          0.0000          1.0000
   3875.00         10.2956         10.6018         10.2000         -1.4000          0.0000          1.4000
   3876.00         10.4346         10.6018         10.2000         -2.2000          0.0000          2.2000
   3877.00         10.3576         10.6018         10.2000         -1.8000          0.0000          1.8000
   3878.00         10.2956         10.6018         10.2000         -1.4000          0.0000          1.4000
   3879.00         10.3576         10.6018         10.2000         -1.8000          0.0000          1.8000
   3880.00         10.5262         10.6018         10.2000         -2.6000          0.0000          2.6000
   3881.00         10.6320         11.0072         10.2000         -3.0000          0.0000          3.0000
   3882.00         10.8276         11.0072         10.6018         -2.2000          0.0000          2.2000
   3883.00         10.9160         11.0072         10.6018         -2.6000          0.0000          2.6000
   3884.00         10.9160         11.0072         10.6018         -2.6000          0.0000          2.6000
   3885.00         10.7535         11.0072         10.6018         -1.8000          0.0000          1.8000
   3886.00         10.3730         11.0072          8.6000          0.0000          5.8000          5.8000
   3887.00         10.1074         10.6018          9.0000          0.0000          4.6000          4.6000
   3888.00          9.9960         10.6018          9.4000          0.0000          3.4000          3.4000
   3889.00         10.2489         10.6018          9.8000          0.0000          3.0000          3.0000
   3890.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3891.00         10.2956         11.0072          9.4000          0.0000          4.2000          4.2000
   3892.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
   3893.00         10.3730         11.0072          9.8000          0.0000          3.4000          3.4000
   3894.00         10.2956         11.0072          9.0000          0.0000          5.0000          5.0000
   3895.00         10.4652         11.4162          9.4000          0.0000          4.6000          4.6000
   3896.00         10.3730         11.0072          9.8000          0.0000          3.4000          3.4000
   3897.00         10.5109         11.4162          9.8000          0.0000          3.8000          3.8000
   3898.00         10.6320         11.4162         10.2000          0.0000          3.0000          3.0000
   3899.00         10.1074         11.0072          9.0000          0.0000          4.6000          4.6000
   3900.00          9.7529         10.6018          8.6000          0.0000          4.6000          4.6000
   3901.00          9.5708         10.2000          8.6000          0.0000          4.2000          4.2000
   3902.00          9.7529         10.6018          8.6000          0.0000          4.6000          4.6000
   3903.00         10.2956         11.0072          9.0000          0.0000          5.0000          5.0000
   3904.00         10.2956         10.6018          9.0000          0.0000          5.0000          5.0000
   3905.00         10.2801         10.6018          8.2000          0.0000          6.2000          6.2000
   3906.00         10.1074         10.6018          9.0000          0.0000          4.6000          4.6000
   3907.00          9.9318         10.6018          9.0000          0.0000          4.2000          4.2000
   3908.00          9.9960         10.2000          9.4000          0.0000          3.4000          3.4000
   3909.00          9.9639         10.2000          9.8000         -1.8000          0.0000          1.8000
   3910.00         10.1390         10.6018          9.4000          0.0000          3.8000          3.8000
   3911.00         10.3576         10.6018         10.2000         -1.8000          0.0000          1.8000
   3912.00         10.4346         10.6018         10.2000         -2.2000          0.0000          2.2000
   3913.00         10.4346         10.6018         10.2000         -2.2000          0.0000          2.2000
   3914.00         10.4346         10.6018         10.2000         -2.2000          0.0000          2.2000
   3915.00         10.3576         10.6018         10.2000         -1.8000          0.0000          1.8000
   3916.00         10.2489         10.6018         10.2000         -1.0000          0.0000          1.0000
   3917.00         10.2176         10.6018         10.2000         -0.6000          0.0000          0.6000
   3918.00         10.2176         10.6018         10.2000         -0.6000          0.0000          0.6000
   3919.00         10.2176         10.6018         10.2000         -0.6000          0.0000          0.6000
   3920.00         10.1074         10.6018          9.0000          0.0000          4.6000          4.6000
   3921.00          9.8671         10.2000          9.4000          0.0000          3.0000          3.0000
   3922.00          9.7529         10.2000          8.6000          0.0000          4.6000          4.6000
   3923.00          9.7693         10.2000          9.0000          0.0000          3.8000          3.8000
   3924.00          9.7693         10.2000          9.0000          0.0000          3.8000          3.8000
   3925.00          9.8509         10.2000          9.8000         -1.0000          0.0000          1.0000
   3926.00          9.8671         10.2000          9.4000          0.0000          3.0000          3.0000
   3927.00          9.8671         10.2000          9.4000          0.0000          3.0000          3.0000
   3928.00          9.8995         10.2000          9.8000         -1.4000          0.0000          1.4000
   3929.00         10.1390         10.6018          9.4000          0.0000          3.8000          3.8000
   3930.00         10.2956         10.6018         10.2000         -1.4000          0.0000          1.4000
   3931.00         10.3576         10.6018         10.2000         -1.8000          0.0000          1.8000
   3932.00         10.3576         10.6018         10.2000         -1.8000          0.0000          1.8000
   3933.00          9.9318         10.6018          9.0000          0.0000          4.2000          4.2000
   3934.00          9.5708         10.2000          8.6000          0.0000          4.2000          4.2000
   3935.00          9.9318         10.2000          9.0000          0.0000          4.2000          4.2000
   3936.00         10.3730         11.0072          9.8000          0.0000          3.4000          3.4000
   3937.00         10.2801         10.6018          8.2000          0.0000          6.2000          6.2000
   3938.00         10.1074         10.6018          9.0000          0.0000          4.6000          4.6000
   3939.00          9.7529         10.2000          8.6000          0.0000          4.6000          4.6000
   3940.00          9.7201         10.2000          7.8000          0.0000          5.8000          5.8000
   3941.00          9.5708          9.8000          8.6000          0.0000          4.2000          4.2000
   3942.00          9.7529         10.2000          8.6000          0.0000          4.6000          4.6000
   3943.00          9.7201         10.2000          7.8000          0.0000          5.8000          5.8000
   3944.00          9.7529         10.2000          8.6000          0.0000          4.6000          4.6000
   3945.00          9.5708         10.2000          8.6000          0.0000          4.2000          4.2000
   3946.00          9.4021          9.8000          8.2000          0.0000          4.6000          4.6000
   3947.00          9.2130          9.8000          8.2000          0.0000          4.2000          4.2000
   3948.00          9.7529         10.2000          8.6000          0.0000          4.6000          4.6000
   3949.00          9.9318         10.6018          9.0000          0.0000          4.2000          4.2000
   3950.00         10.1074         10.6018          9.0000          0.0000          4.6000          4.6000
   3951.00         10.1074         10.6018          9.0000          0.0000          4.6000          4.6000
   3952.00          9.5708          9.8000          8.6000          0.0000          4.2000          4.2000
   3953.00          9.2130          9.8000          8.2000          0.0000          4.2000          4.2000
   3954.00          9.5037          9.8000          9.4000         -1.4000          0.0000          1.4000
   3955.00          9.8509         10.2000          9.8000         -1.0000          0.0000          1.0000
   3956.00          9.9318         10.2000          9.0000          0.0000          4.2000          4.2000
   3957.00          9.7529         10.2000          8.6000          0.0000          4.6000          4.6000
   3958.00          9.5708         10.2000          8.6000          0.0000          4.2000          4.2000
   3959.00          9.4021          9.8000          8.2000          0.0000          4.6000          4.6000
   3960.00          9.0377          9.4000          8.2000          0.0000          3.8000          3.8000
   3961.00          9.0377          9.4000          8.2000          0.0000          3.8000          3.8000
   3962.00          9.0377          9.4000          8.2000          0.0000          3.8000          3.8000
   3963.00          9.2130          9.8000          8.2000          0.0000          4.2000          4.2000
   3964.00          9.2130          9.8000          8.2000          0.0000          4.2000          4.2000
   3965.00          9.2650          9.8000          7.8000          0.0000          5.0000          5.0000
   3966.00          9.2650          9.8000          7.8000          0.0000          5.0000          5.0000
   3967.00          9.1608          9.4000          7.4000          0.0000          5.4000          5.4000
   3968.00          9.0554          9.4000          7.8000          0.0000          4.6000          4.6000
   3969.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   3970.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   3971.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   3972.00          8.9844          9.4000          8.6000          0.0000          2.6000          2.6000
   3973.00          9.0200          9.4000          9.0000         -0.6000          0.0000          0.6000
   3974.00          9.0554          9.4000          7.8000          0.0000          4.6000          4.6000
   3975.00          9.2130          9.8000          8.2000          0.0000          4.2000          4.2000
   3976.00          9.1608          9.4000          7.4000          0.0000          5.4000          5.4000
   3977.00          9.1608          9.4000          7.4000          0.0000          5.4000          5.4000
   3978.00          9.2650          9.4000          7.8000          0.0000          5.0000          5.0000
   3979.00          9.3680          9.4000          9.0000          0.0000          2.6000          2.6000
   3980.00          9.4021          9.4000          8.2000          0.0000          4.6000          4.6000
   3981.00          9.4021          9.4000          8.2000          0.0000          4.6000          4.6000
   3982.00          9.4021          9.4000          8.2000          0.0000          4.6000          4.6000
   3983.00          9.3680          9.4000          9.0000          0.0000          2.6000          2.6000
   3984.00          9.2477          9.4000          8.6000          0.0000          3.4000          3.4000
   3985.00          9.2130          9.4000          8.2000          0.0000          4.2000          4.2000
   3986.00          9.1782          9.4000          9.0000         -1.8000          0.0000          1.8000
   3987.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   3988.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   3989.00          8.8589          9.0000          7.8000          0.0000          4.2000          4.2000
   3990.00          8.8589          9.0000          7.8000          0.0000          4.2000          4.2000
   3991.00          8.9308          9.4000          7.4000          0.0000          5.0000          5.0000
   3992.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   3993.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   3994.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   3995.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   3996.00          9.0200          9.4000          9.0000         -0.6000          0.0000          0.6000
   3997.00          9.0377          9.4000          8.2000          0.0000          3.8000          3.8000
   3998.00          8.9844          9.0000          8.6000         -2.6000          0.0000          2.6000
   3999.00          8.8769          9.0000          8.6000         -2.2000          0.0000          2.2000
   4000.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   4001.00          9.0554          9.4000          9.0000         -1.0000          0.0000          1.0000
   4002.00          9.0200          9.4000          9.0000         -0.6000          0.0000          0.6000
   4003.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   4004.00          8.9844          9.4000          8.6000          0.0000          2.6000          2.6000
   4005.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   4006.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   4007.00          8.9308          9.4000          7.4000          0.0000          5.0000          5.0000
   4008.00          8.8408          9.4000          7.0000          0.0000          5.4000          5.4000
   4009.00          8.7132          9.0000          7.4000          0.0000          4.6000          4.6000
   4010.00          8.6023          8.6000          8.6000         -0.2000          0.0000          0.2000
   4011.00          8.7864          9.0000          8.6000         -1.8000          0.0000          1.8000
   4012.00          9.0554          9.4000          9.0000         -1.0000          0.0000          1.0000
   4013.00          9.1782          9.4000          9.0000         -1.8000          0.0000          1.8000
   4014.00          9.1608          9.4000          7.4000          0.0000          5.4000          5.4000
   4015.00          9.0377          9.4000          8.2000          0.0000          3.8000          3.8000
   4016.00          9.0377          9.4000          8.2000          0.0000          3.8000          3.8000
   4017.00          8.9308          9.4000          7.4000          0.0000          5.0000          5.0000
   4018.00          8.9308          9.4000          7.4000          0.0000          5.0000          5.0000
   4019.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   4020.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   4021.00          9.0554          9.4000          9.0000         -1.0000          0.0000          1.0000
   4022.00          9.2130          9.4000          8.2000          0.0000          4.2000          4.2000
   4023.00          9.2130          9.4000          8.2000          0.0000          4.2000          4.2000
   4024.00          9.2650          9.8000          7.8000          0.0000          5.0000          5.0000
   4025.00          9.0554          9.4000          7.8000          0.0000          4.6000          4.6000
   4026.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   4027.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   4028.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   4029.00          9.0200          9.4000          9.0000         -0.6000          0.0000          0.6000
   4030.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   4031.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   4032.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   4033.00          8.7132          9.4000          7.4000          0.0000          4.6000          4.6000
   4034.00          8.7132          9.0000          7.4000          0.0000          4.6000          4.6000
   4035.00          8.7132          9.4000          7.4000          0.0000          4.6000          4.6000
   4036.00          8.8408          9.4000          7.0000          0.0000          5.4000          5.4000
   4037.00          8.8408          9.4000          7.0000          0.0000          5.4000          5.4000
   4038.00          8.8408          9.4000          7.0000          0.0000          5.4000          5.4000
   4039.00          8.8408          9.4000          7.0000          0.0000          5.4000          5.4000
   4040.00          8.7132          9.4000          7.4000          0.0000          4.6000          4.6000
   4041.00          8.7132          9.4000          7.4000          0.0000          4.6000          4.6000
   4042.00          8.8408          9.4000          7.0000          0.0000          5.4000          5.4000
   4043.00          8.9308          9.4000          7.4000          0.0000          5.0000          5.0000
   4044.00          9.0022          9.0000          9.0000          0.0000         -0.2000          0.2000
   4045.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   4046.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   4047.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   4048.00          9.0022          9.0000          9.0000          0.0000         -0.2000          0.2000
   4049.00          8.9308          9.0000          7.4000          0.0000          5.0000          5.0000
   4050.00          8.8408          9.0000          7.0000          0.0000          5.4000          5.4000
   4051.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4052.00          8.5088          9.0000          7.4000          0.0000          4.2000          4.2000
   4053.00          8.5088          9.0000          7.4000          0.0000          4.2000          4.2000
   4054.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4055.00          8.7132          9.4000          7.4000          0.0000          4.6000          4.6000
   4056.00          8.7132          9.4000          7.4000          0.0000          4.6000          4.6000
   4057.00          8.7132          9.4000          7.4000          0.0000          4.6000          4.6000
   4058.00          8.6764          9.0000          7.8000          0.0000          3.8000          3.8000
   4059.00          8.6764          9.0000          7.8000          0.0000          3.8000          3.8000
   4060.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   4061.00          8.8589          9.4000          7.8000          0.0000          4.2000          4.2000
   4062.00          8.7132          9.4000          7.4000          0.0000          4.6000          4.6000
   4063.00          8.5088          9.0000          7.4000          0.0000          4.2000          4.2000
   4064.00          8.5088          9.0000          7.4000          0.0000          4.2000          4.2000
   4065.00          8.5088          9.0000          7.4000          0.0000          4.2000          4.2000
   4066.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4067.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4068.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4069.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4070.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4071.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4072.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4073.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4074.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4075.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4076.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4077.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4078.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4079.00          8.5088          9.0000          7.4000          0.0000          4.2000          4.2000
   4080.00          8.5088          9.0000          7.4000          0.0000          4.2000          4.2000
   4081.00          8.5088          9.0000          7.4000          0.0000          4.2000          4.2000
   4082.00          8.5088          9.0000          7.4000          0.0000          4.2000          4.2000
   4083.00          8.3762          9.0000          7.0000          0.0000          4.6000          4.6000
   4084.00          8.3762          9.0000          7.0000          0.0000          4.6000          4.6000
   4085.00          8.2801          9.0000          6.6000          0.0000          5.0000          5.0000
   4086.00          8.4900          9.0000          6.2000          0.0000          5.8000          5.8000
   4087.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4088.00          8.5276          9.0000          6.6000          0.0000          5.4000          5.4000
   4089.00          8.6023          9.0000          7.0000          0.0000          5.0000          5.0000
   4090.00          8.6023          8.6000          8.6000          0.0000         -0.2000          0.2000
   4091.00          8.6023          8.6000          8.6000          0.0000         -0.2000          0.2000
   4092.00          8.6023          8.6000          8.6000          0.0000         -0.2000          0.2000
   4093.00          8.6023          8.6000          8.6000         -0.2000          0.0000          0.2000
   4094.00          8.7864          9.0000          8.6000         -1.8000          0.0000          1.8000
   4095.00          8.8589          9.0000          7.8000          0.0000          4.2000          4.2000
   4096.00          8.6579          9.0000          8.6000         -1.0000          0.0000          1.0000
   4097.00          8.6023          8.6000          8.6000          0.0000         -0.2000          0.2000
   4098.00          8.6023          8.6000          8.6000         -0.2000          0.0000          0.2000
   4099.00          8.7132          9.0000          8.6000         -1.4000          0.0000          1.4000
   4100.00          8.6023          8.6000          8.6000          0.0000         -0.2000          0.2000
   4101.00          8.8769          9.0000          8.2000          0.0000          3.4000          3.4000
   4102.00          8.9844          9.0000          8.6000          0.0000          2.6000          2.6000
   4103.00          8.8769          9.0000          8.2000          0.0000          3.4000          3.4000
   4104.00          8.8769          9.0000          8.6000         -2.2000          0.0000          2.2000
   4105.00          8.8769          9.0000          8.2000          0.0000          3.4000          3.4000
   4106.00          8.8589          9.0000          7.8000          0.0000          4.2000          4.2000
   4107.00          8.7864          9.0000          8.6000         -1.8000          0.0000          1.8000
   4108.00          8.7132          9.0000          8.6000         -1.4000          0.0000          1.4000
   4109.00          8.7132          9.0000          8.6000         -1.4000          0.0000          1.4000
   4110.00          8.8589          9.0000          7.8000          0.0000          4.2000          4.2000
   4111.00          8.8589          9.0000          7.8000          0.0000          4.2000          4.2000
   4112.00          9.0022          9.0000          9.0000          0.0000         -0.2000          0.2000
   4113.00          9.0022          9.0000          9.0000          0.0000         -0.2000          0.2000
   4114.00          9.0022          9.0000          9.0000          0.0000         -0.2000          0.2000
   4115.00          9.0022          9.0000          9.0000          0.0000         -0.2000          0.2000
   4116.00          8.9844          9.0000          8.6000          0.0000          2.6000          2.6000
   4117.00          8.8589          9.0000          7.8000          0.0000          4.2000          4.2000
   4118.00          8.9844          9.0000          8.6000          0.0000          2.6000          2.6000
   4119.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   4120.00          9.0022          9.0000          9.0000         -0.2000          0.0000          0.2000
   4121.00          9.0022          9.0000          9.0000          0.0000         -0.2000          0.2000
   4122.00          8.9308          9.0000          7.4000          0.0000          5.0000          5.0000
   4123.00          8.7132          9.0000          7.4000          0.0000          4.6000          4.6000
   4124.00          8.3762          8.6000          7.0000          0.0000          4.6000          4.6000
   4125.00          8.3187          8.6000          7.4000          0.0000          3.8000          3.8000
   4126.00          8.5088          9.0000          7.8000          0.0000          3.4000          3.4000
   4127.00          8.6023          8.6000          8.6000          0.0000         -0.2000          0.2000
   4128.00          8.8589          9.0000          7.8000          0.0000          4.2000          4.2000
   4129.00          8.8589          9.0000          7.8000          0.0000          4.2000          4.2000
   4130.00          8.8769          9.0000          8.6000         -2.2000          0.0000          2.2000
   4131.00          8.8769          9.0000          8.2000          0.0000          3.4000          3.4000
   4132.00          8.9844          9.0000          8.6000         -2.6000          0.0000          2.6000
   4133.00          9.0022          9.0000          9.0000          0.0000         -0.2000          0.2000
   4134.00          8.8589          9.0000          7.8000          0.0000          4.2000          4.2000
   4135.00          8.6023          8.6000          8.6000          0.0000         -0.2000          0.2000
   4136.00          8.2024          8.2000          8.2000         -0.2000          0.0000          0.2000
   4137.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4138.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4139.00          8.2024          8.2000          8.2000         -0.2000          0.0000          0.2000
   4140.00          8.3952          9.0000          8.2000          0.0000         -1.8000          1.8000
   4141.00          8.6023          8.6000          8.6000         -0.2000          0.0000          0.2000
   4142.00          8.6023          8.6000          8.2000          0.0000          2.6000          2.6000
   4143.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4144.00          8.0050          8.2000          7.8000         -1.8000          0.0000          1.8000
   4145.00          8.0050          8.2000          7.8000         -1.8000          0.0000          1.8000
   4146.00          8.1043          8.2000          7.8000         -2.2000          0.0000          2.2000
   4147.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4148.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4149.00          8.1043          8.2000          7.8000         -2.2000          0.0000          2.2000
   4150.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4151.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4152.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4153.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4154.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4155.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4156.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4157.00          8.2024          8.2000          8.2000         -0.2000          0.0000          0.2000
   4158.00          8.3187          8.6000          8.2000         -1.4000          0.0000          1.4000
   4159.00          8.3952          8.6000          8.2000         -1.8000          0.0000          1.8000
   4160.00          8.4900          8.6000          8.2000         -2.2000          0.0000          2.2000
   4161.00          8.5088          8.6000          7.8000          0.0000          3.4000          3.4000
   4162.00          8.5088          8.6000          7.8000          0.0000          3.4000          3.4000
   4163.00          8.2024          8.2000          8.2000         -0.2000          0.0000          0.2000
   4164.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4165.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4166.00          8.2024          8.2000          8.2000         -0.2000          0.0000          0.2000
   4167.00          8.6023          9.0000          8.2000          0.0000          2.6000          2.6000
   4168.00          8.6023          8.6000          8.6000         -0.2000          0.0000          0.2000
   4169.00          8.6023          8.6000          8.6000          0.0000         -0.2000          0.2000
   4170.00          8.6023          8.6000          8.6000          0.0000         -0.2000          0.2000
   4171.00          8.6023          8.6000          8.2000          0.0000         -2.6000          2.6000
   4172.00          8.6023          8.6000          8.2000          0.0000         -2.6000          2.6000
   4173.00          8.4900          8.6000          8.2000         -2.2000          0.0000          2.2000
   4174.00          8.3952          8.6000          8.2000         -1.8000          0.0000          1.8000
   4175.00          8.3187          8.6000          8.2000         -1.4000          0.0000          1.4000
   4176.00          8.4900          8.6000          8.2000         -2.2000          0.0000          2.2000
   4177.00          8.4900          8.6000          8.2000         -2.2000          0.0000          2.2000
   4178.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4179.00          8.4900          8.6000          8.2000         -2.2000          0.0000          2.2000
   4180.00          8.3187          8.6000          8.2000         -1.4000          0.0000          1.4000
   4181.00          8.2219          8.6000          8.2000         -0.6000          0.0000          0.6000
   4182.00          8.3952          8.6000          8.2000         -1.8000          0.0000          1.8000
   4183.00          8.2608          8.6000          8.2000         -1.0000          0.0000          1.0000
   4184.00          8.2024          8.2000          8.2000         -0.2000          0.0000          0.2000
   4185.00          8.2024          8.2000          8.2000         -0.2000          0.0000          0.2000
   4186.00          8.2024          8.2000          8.2000          0.0000         -0.2000          0.2000
   4187.00          8.1043          8.2000          7.8000         -2.2000          0.0000          2.2000
   4188.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4189.00          7.8026          7.8000          7.8000          0.0000         -0.2000          0.2000
   4190.00          8.2024          8.2000          8.2000         -0.2000          0.0000          0.2000
   4191.00          8.2608          8.6000          8.2000         -1.0000          0.0000          1.0000
   4192.00          8.2219          8.6000          8.2000         -0.6000          0.0000          0.6000
